epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
20,156.512,0.43159,0.92411,0.88033,0.94165,1,0.98625,0.87957,0.37207,0.69572,0.87976,0.00233925,0.00077975,0.00233925,0.00077975,0.00233925,0.00077975,0.00233925,0.00077975
21,164.019,0.43351,0.9295,0.8728,0.98889,0.96429,0.99063,0.88804,0.38443,0.68607,0.89814,0.002265,0.000755,0.002265,0.000755,0.002265,0.000755,0.002265,0.000755
22,171.675,0.41763,0.88713,0.87686,0.95298,0.96429,0.95462,0.87248,0.39334,0.64304,0.90495,0.00219075,0.00073025,0.00219075,0.00073025,0.00219075,0.00073025,0.00219075,0.00073025
23,179.111,0.41086,0.91167,0.87321,0.97432,0.96429,0.98722,0.887,0.37657,0.61361,0.89554,0.0021165,0.0007055,0.0021165,0.0007055,0.0021165,0.0007055,0.0021165,0.0007055
24,187.038,0.4314,0.85283,0.86201,0.9652,0.99479,0.995,0.88784,0.38872,0.64209,0.88481,0.00204225,0.00068075,0.00204225,0.00068075,0.00204225,0.00068075,0.00204225,0.00068075
25,194.446,0.42678,0.84022,0.87683,0.9685,1,0.995,0.90028,0.38117,0.6294,0.87863,0.001968,0.000656,0.001968,0.000656,0.001968,0.000656,0.001968,0.000656
26,202.576,0.41116,0.82354,0.87962,0.9589,1,0.995,0.88247,0.38712,0.62386,0.88579,0.00189375,0.00063125,0.00189375,0.00063125,0.00189375,0.00063125,0.00189375,0.00063125
27,210.056,0.39699,0.78349,0.87113,0.96138,1,0.995,0.89241,0.40371,0.58586,0.89383,0.0018195,0.0006065,0.0018195,0.0006065,0.0018195,0.0006065,0.0018195,0.0006065
28,217.471,0.36962,0.84687,0.86228,0.95355,1,0.995,0.88263,0.3944,0.61155,0.89506,0.00174525,0.00058175,0.00174525,0.00058175,0.00174525,0.00058175,0.00174525,0.00058175
29,224.872,0.38218,0.79115,0.8635,0.96157,0.99531,0.995,0.88146,0.3835,0.61182,0.89499,0.001671,0.000557,0.001671,0.000557,0.001671,0.000557,0.001671,0.000557
30,232.541,0.38445,0.82205,0.86295,0.95898,0.99511,0.995,0.8887,0.38126,0.59108,0.89171,0.00159675,0.00053225,0.00159675,0.00053225,0.00159675,0.00053225,0.00159675,0.00053225
31,240.304,0.39114,0.81912,0.8792,0.96881,0.99675,0.995,0.8701,0.38081,0.55754,0.89415,0.0015225,0.0005075,0.0015225,0.0005075,0.0015225,0.0005075,0.0015225,0.0005075
32,247.943,0.3738,0.77945,0.85284,0.96921,0.98991,0.995,0.87754,0.381,0.55534,0.88836,0.00144825,0.00048275,0.00144825,0.00048275,0.00144825,0.00048275,0.00144825,0.00048275
33,255.062,0.38782,0.78372,0.86789,0.97814,0.95542,0.99063,0.87489,0.37077,0.56783,0.89794,0.001374,0.000458,0.001374,0.000458,0.001374,0.000458,0.001374,0.000458
34,262.559,0.39393,0.84539,0.86661,0.98452,0.96002,0.99063,0.87426,0.37921,0.57745,0.88912,0.00129975,0.00043325,0.00129975,0.00043325,0.00129975,0.00043325,0.00129975,0.00043325
35,270.392,0.38225,0.76025,0.86117,0.98609,0.96429,0.99063,0.87572,0.36229,0.55551,0.88808,0.0012255,0.0004085,0.0012255,0.0004085,0.0012255,0.0004085,0.0012255,0.0004085
36,277.91,0.3774,0.75094,0.85916,0.98197,0.96429,0.99063,0.87915,0.36537,0.55221,0.88988,0.00115125,0.00038375,0.00115125,0.00038375,0.00115125,0.00038375,0.00115125,0.00038375
37,285.463,0.35267,0.74467,0.84075,0.97748,0.96429,0.99063,0.87699,0.35375,0.52685,0.88987,0.001077,0.000359,0.001077,0.000359,0.001077,0.000359,0.001077,0.000359
38,293.023,0.36109,0.73374,0.8612,0.94179,0.96834,0.98625,0.86153,0.38403,0.5309,0.89622,0.00100275,0.00033425,0.00100275,0.00033425,0.00100275,0.00033425,0.00100275,0.00033425
39,300.168,0.37958,0.71263,0.84838,0.93801,0.97497,0.98625,0.86278,0.39252,0.54499,0.90291,0.0009285,0.0003095,0.0009285,0.0003095,0.0009285,0.0003095,0.0009285,0.0003095
40,307.91,0.38592,0.72893,0.87812,0.94321,0.96429,0.97722,0.86579,0.39631,0.53932,0.90222,0.00085425,0.00028475,0.00085425,0.00028475,0.00085425,0.00028475,0.00085425,0.00028475
41,314.873,0.33288,0.91605,0.83254,0.91162,0.99533,0.98625,0.87396,0.3774,0.52756,0.8936,0.00078,0.00026,0.00078,0.00026,0.00078,0.00026,0.00078,0.00026
42,321.755,0.32376,0.92316,0.83053,0.96252,0.95938,0.99063,0.88427,0.36427,0.50301,0.89136,0.00070575,0.00023525,0.00070575,0.00023525,0.00070575,0.00023525,0.00070575,0.00023525
43,329.295,0.31804,0.91924,0.8285,0.97063,0.96145,0.99063,0.88564,0.36656,0.48839,0.89206,0.0006315,0.0002105,0.0006315,0.0002105,0.0006315,0.0002105,0.0006315,0.0002105
44,336.527,0.31165,0.89989,0.81447,0.97192,0.96224,0.98722,0.87661,0.36916,0.47021,0.8902,0.00055725,0.00018575,0.00055725,0.00018575,0.00055725,0.00018575,0.00055725,0.00018575
45,343.33,0.3209,0.8846,0.82804,0.9708,0.96196,0.98722,0.88371,0.36738,0.46499,0.88788,0.000483,0.000161,0.000483,0.000161,0.000483,0.000161,0.000483,0.000161
46,350.843,0.32297,0.89293,0.82232,0.96427,0.96004,0.98722,0.88589,0.36948,0.46342,0.88992,0.00040875,0.00013625,0.00040875,0.00013625,0.00040875,0.00013625,0.00040875,0.00013625
47,358.133,0.32681,0.95788,0.80616,0.96513,0.95951,0.99063,0.88106,0.37639,0.47543,0.89697,0.0003345,0.0001115,0.0003345,0.0001115,0.0003345,0.0001115,0.0003345,0.0001115
48,365.06,0.30667,0.87656,0.81274,0.96737,0.95982,0.99063,0.88328,0.38006,0.4745,0.89941,0.00026025,8.675e-05,0.00026025,8.675e-05,0.00026025,8.675e-05,0.00026025,8.675e-05
49,372.029,0.32102,0.87291,0.81982,0.97306,0.96177,0.99063,0.89181,0.37681,0.46927,0.89692,0.000186,6.2e-05,0.000186,6.2e-05,0.000186,6.2e-05,0.000186,6.2e-05
50,379.386,0.29805,0.88313,0.82302,0.97611,0.96393,0.99063,0.89199,0.3717,0.46136,0.89618,0.00011175,3.725e-05,0.00011175,3.725e-05,0.00011175,3.725e-05,0.00011175,3.725e-05
